data,br_obitos,br_obitos_acumulado,br_casos,br_casos_acumulado
2022-02-25,770,648160,28670242,91595
2022-02-26,753,648913,28744050,73808
2022-02-27,221,649134,28768104,24054
2022-02-28,199,649333,28787620,19516
2022-03-01,297,649630,28811165,23545
2022-03-02,370,650000,28842160,30995
2022-03-03,578,650578,28904030,61870
2022-03-04,677,651255,28973799,69769
2022-03-05,672,651927,29033052,59253
2022-03-06,216,652143,29049013,15961
2022-03-07,198,652341,29069469,20456
2022-03-08,488,652829,29138362,68893
2022-03-09,669,653498,29193268,54906
2022-03-10,588,654086,29249903,56635
2022-03-11,470,654556,29305114,55211
2022-03-12,389,654945,29350134,45020
2022-03-13,133,655078,29368776,18642
2022-03-14,171,655249,29380063,11287
2022-03-15,336,655585,29432157,52094
2022-03-16,355,655940,29478039,45882
2022-03-17,485,656425,29527640,49601
2022-03-18,373,656798,29573112,45472
2022-03-19,304,657102,29617266,44154
2022-03-20,103,657205,29630484,13218
2022-03-21,97,657302,29641594,11110
2022-03-22,394,657696,29682615,41021
2022-03-23,302,657998,29729991,47376
2022-03-24,312,658310,29767681,37690
2022-03-25,256,658566,29802257,34576
2022-03-26,196,658762,29832179,29922
2022-03-27,117,658879,29842418,10239
2022-03-28,77,658956,29852341,9923
2022-03-29,285,659241,29882397,30056
2022-03-30,263,659504,29916334,33937
2022-03-31,253,659757,29947895,31561
2022-04-01,245,660002,29975165,27270
2022-04-02,106,660108,29992227,17062
2022-04-03,39,660147,29999437,7210
2022-04-04,165,660312,30012798,13361
2022-04-05,216,660528,30040129,27331
2022-04-06,195,660723,30067249,27120
2022-04-07,250,660973,30093751,26502
2022-04-08,149,661122,30123963,30212
2022-04-09,98,661220,30145192,21229
2022-04-10,38,661258,30152402,7210
2022-04-11,69,661327,30161205,8803
2022-04-12,166,661493,30183929,22724
2022-04-13,163,661656,30210853,26924
2022-04-14,140,661796,30234024,23171
2022-04-15,111,661907,30247302,13278
2022-04-16,31,661938,30250077,2775
2022-04-17,22,661960,30252618,2541
2022-04-18,66,662026,30261088,8470
2022-04-19,125,662151,30275219,14131
2022-04-20,263,662414,30311969,36750
2022-04-21,92,662506,30330629,18660
2022-04-22,51,662557,30338697,8068
2022-04-23,53,662610,30345654,6957
2022-04-24,36,662646,30349463,3809
2022-04-25,76,662722,30355919,6456
2022-04-26,144,662866,30378061,22142
2022-04-27,245,663111,30399004,20943
2022-04-28,114,663225,30418920,19916
2022-04-29,185,663410,30433042,14122
2022-04-30,87,663497,30448236,15194
2022-05-01,16,663513,30454499,6263
2022-05-02,89,663602,30460997,6498
2022-05-03,92,663694,30482429,21432
2022-05-04,65,663759,30502501,20072
2022-05-05,137,663896,30524183,21682
2022-05-06,195,664091,30543908,19725
2022-05-07,35,664126,30558530,14622
2022-05-08,13,664139,30564536,6006
2022-05-09,53,664192,30574245,9709
2022-05-10,198,664390,30594388,20143
2022-05-11,126,664516,30617786,23398
2022-05-12,125,664641,30639130,21344
2022-05-13,139,664780,30664739,25609
2022-05-14,92,664872,30682094,17355
2022-05-15,46,664918,30688390,6296
2022-05-16,69,664987,30701900,13510
2022-05-17,229,665216,30728286,26386
2022-05-18,103,665319,30741811,13525
2022-05-19,114,665433,30752226,10415
2022-05-20,60,665493,30762413,10187
2022-05-21,35,665528,30778607,16194
2022-05-22,99,665627,30791220,12613
2022-05-23,39,665666,30803995,12775
2022-05-24,239,665905,30836815,32820
2022-05-25,132,666037,30846602,9787
2022-05-26,143,666180,30880512,33910
2022-05-27,139,666319,30921145,40633
2022-05-28,72,666391,30945384,24239
2022-05-29,62,666453,30953579,8195
2022-05-30,63,666516,30977661,24082
2022-05-31,160,666676,31019038,41377
2022-06-01,125,666801,31060017,40979
2022-06-02,127,666928,31101290,41273
2022-06-03,43,666971,31137479,36189
2022-06-04,26,666997,31153069,15590
2022-06-05,8,667005,31159335,6266
2022-06-06,36,667041,31195118,35783
2022-06-07,307,667348,31266163,71045
2022-06-08,299,667647,31315777,49614
2022-06-09,143,667790,31360850,45073
2022-06-10,170,667960,31417341,56491
2022-06-11,114,668074,31445137,27796
2022-06-12,36,668110,31456865,11728
2022-06-13,70,668180,31497038,40173
2022-06-14,174,668354,31541479,44441
2022-06-15,339,668693,31611769,70290
2022-06-16,151,668844,31644703,32934
2022-06-17,72,668916,31673375,28672
2022-06-18,94,669010,31693502,20127
2022-06-19,55,669065,31704193,10691
2022-06-20,96,669161,31754465,50272
2022-06-21,229,669390,31818827,64362
2022-06-22,140,669530,31890733,71906
2022-06-23,365,669895,31962782,72049
2022-06-24,334,670229,32023166,60384
2022-06-25,140,670369,32061959,38793
2022-06-26,36,670405,32078638,16679
2022-06-27,127,670532,32130316,51678
2022-06-28,316,670848,32206954,76638
2022-06-29,277,671125,32282879,75925
2022-06-30,291,671416,32358018,75139
2022-07-01,284,671700,32434063,76045
2022-07-02,158,671858,32471847,37784
2022-07-03,53,671911,32490422,18575
2022-07-04,122,672033,32535923,45501
2022-07-05,396,672429,32610514,74591
2022-07-06,361,672790,32687680,77166
2022-07-07,283,673073,32759730,72050
2022-07-08,266,673339,32830844,71114
2022-07-09,215,673554,32874501,43657
2022-07-10,56,673610,32896464,21963
2022-07-11,148,673758,32940507,44043
2022-07-12,344,674102,33004555,64048
2022-07-13,380,674482,33076779,72224
2022-07-14,297,674779,33142158,65379
2022-07-15,311,675090,33250117,107959
2022-07-16,205,675295,33290266,40149
2022-07-17,55,675350,33301118,10852
2022-07-18,168,675518,33339815,38697
2022-07-19,353,675871,33397814,57999
2022-07-20,346,676217,33454294,56480
2022-07-21,269,676486,33505727,51433
2022-07-22,280,676766,33555526,49799
2022-07-23,161,676927,33581533,26007
2022-07-24,37,676964,33591356,9823
2022-07-25,179,677143,33621965,30609
2022-07-26,351,677494,33659879,37914
2022-07-27,310,677804,33704393,44514
2022-07-28,265,678069,33748985,44592
2022-07-29,244,678313,33790698,41713
2022-07-30,173,678486,33813587,22889
2022-07-31,28,678514,33833900,20313
2022-08-01,201,678715,33855964,22064
2022-08-02,295,679010,33890428,34464
2022-08-03,265,679275,33924061,33633
2022-08-04,261,679536,33964494,40433
2022-08-05,222,679758,33994470,29976
2022-08-06,181,679939,34011173,16703
2022-08-07,57,679996,34018371,7198
2022-08-08,170,680166,34035780,17409
2022-08-09,365,680531,34066000,30220
2022-08-10,255,680786,34096935,30935
2022-08-11,220,681006,34124579,27644
2022-08-12,247,681253,34148131,23552
2022-08-13,147,681400,34165857,17726
2022-08-14,37,681437,34170286,4429
2022-08-15,120,681557,34178240,7954
2022-08-16,206,681763,34201280,23040
2022-08-17,247,682010,34223207,21927
2022-08-18,206,682216,34245374,22167
2022-08-19,142,682358,34264237,18863
2022-08-20,144,682502,34279785,15548
2022-08-21,47,682549,34284864,5079
2022-08-22,122,682671,34291082,6218
2022-08-23,203,682874,34311323,20241
2022-08-24,202,683076,34329600,18277
2022-08-25,157,683233,34350639,21039
2022-08-26,164,683397,34368909,18270
2022-08-27,75,683472,34381295,12386
2022-08-28,22,683494,34384747,3452
2022-08-29,128,683622,34397205,12458
2022-08-30,229,683851,34414011,16806
2022-08-31,114,683965,34429853,15842
2022-09-01,182,684147,34444674,14821
2022-09-02,115,684262,34456145,11471
2022-09-03,92,684354,34467867,11722
2022-09-04,15,684369,34470776,2909
2022-09-05,56,684425,34477539,6763
2022-09-06,155,684580,34490931,13392
2022-09-07,57,684637,34499823,8892
2022-09-09,91,684813,34516739,12710
2022-09-10,40,684853,34526148,9409
2022-09-11,7,684860,34528625,2477
2022-09-12,38,684898,34533957,5332
2022-09-13,104,685002,34544377,10420
2022-09-14,119,685121,34558902,14525
2022-09-15,82,685203,34568833,9931
2022-09-16,97,685300,34579085,10252
2022-09-17,34,685334,34582063,2978
2022-09-18,42,685376,34587047,4984
2022-09-19,52,685428,34592027,4980
2022-09-20,90,685518,34600768,8741
2022-09-21,86,685604,34607947,7179
2022-09-22,73,685677,34616655,8708
2022-09-23,73,685750,34624427,7772
2022-09-24,32,685782,34630994,6567
2022-09-25,23,685805,34632220,1226
2022-09-26,30,685835,34638288,6068
2022-09-27,46,685881,34646577,8289
2022-09-28,46,685927,34654190,7613
2022-09-29,51,685978,34663731,9541
2022-09-30,58,686036,34672524,8793
2022-10-01,218,686254,34678510,5986
2022-10-02,66,686320,34679533,1023
2022-10-03,51,686371,34684529,4996
2022-10-04,93,686464,34691896,7367
2022-10-05,109,686573,34699017,7121
2022-10-06,133,686706,34707233,8216
2022-10-07,97,686803,34715137,7904
2022-10-08,39,686842,34719025,3888
2022-10-09,9,686851,34719507,482
2022-10-10,26,686877,34724189,4682
2022-10-11,86,686963,34731539,7350
2022-10-12,63,687026,34736653,5114
2022-10-13,43,687069,34739865,3212
2022-10-14,75,687144,34746462,6597
2022-10-15,9,687153,34748678,2216
2022-10-16,2,687155,34749058,380
2022-10-17,88,687243,34754590,5532
2022-10-18,83,687326,34762873,8283
2022-10-19,97,687423,34771320,8447
2022-10-20,60,687483,34776259,4939
2022-10-21,44,687527,34780462,4203
2022-10-22,39,687566,34782150,1688
2022-10-23,8,687574,34783786,1636
2022-10-24,92,687666,34793309,9523
2022-10-25,44,687710,34799324,6015
2022-10-26,197,687907,34807075,7751
2022-10-27,55,687962,34815258,8183
2022-10-28,118,688080,34822227,6969
2022-10-29,11,688091,34824069,1842
2022-10-30,1,688092,34824866,797
2022-10-31,65,688157,34828749,3883
2022-11-01,62,688219,34837035,8286
2022-11-02,9,688228,34839337,2302
2022-11-03,39,688267,34846308,6971
2022-11-04,65,688332,34849063,2755
2022-11-05,10,688342,34850373,1310
2022-11-06,6,688348,34851450,1077
2022-11-07,47,688395,34855492,4042
2022-11-08,92,688487,34868153,12661
2022-11-09,80,688567,34877559,9406
2022-11-10,40,688607,34889576,12017
2022-11-11,49,688656,34908198,18622
2022-11-12,-2,688654,34911937,3739
2022-11-13,4,688658,34912931,994
2022-11-14,36,688694,34921054,8123
2022-11-15,8,688702,34923127,2073
2022-11-16,62,688764,34938073,14946
2022-11-17,71,688835,34971043,32970
2022-11-18,72,688907,34999495,28452
2022-11-19,13,688920,35007209,7714
2022-11-20,8,688928,35011534,4325
2022-11-21,111,689039,35035294,23760
2022-11-22,116,689155,35052152,16858
2022-11-23,117,689272,35082036,29884
2022-11-24,69,689341,35104673,22637
2022-11-25,101,689442,35149503,44830
2022-11-26,26,689468,35163004,13501
2022-11-27,11,689479,35168201,5197
2022-11-28,57,689536,35188586,20385
2022-11-29,129,689665,35232625,44039
2022-11-30,136,689801,35266159,33534
2022-12-01,144,689945,35302137,35978
2022-12-02,129,690074,35337546,35409
2022-12-03,35,690109,35361773,24227
2022-12-04,15,690124,35369105,7332
2022-12-05,105,690229,35396191,27086
2022-12-06,180,690409,35452099,55908
2022-12-07,168,690577,35497781,45682
2022-12-08,100,690677,35531716,33935
2022-12-09,0,690677,35531716,0
2022-12-10,70,690747,35570761,39045
2022-12-11,7,690754,35577538,6777
2022-12-12,261,691015,35643770,66232
2022-12-13,163,691178,35696918,53148
2022-12-14,271,691449,35751411,54493
2022-12-15,203,691652,35809832,58421
2022-12-16,158,691810,35869526,59694
2022-12-17,53,691863,35892110,22584
2022-12-18,20,691883,35901978,9868
2022-12-19,158,692041,35945063,43085
2022-12-20,239,692280,36001760,56697
2022-12-21,181,692461,36044441,42681
2022-12-22,191,692652,36092845,48404
2022-12-23,91,692743,36124337,31492
2022-12-24,0,692743,36124337,0
2022-12-25,0,692743,36124337,0
2022-12-26,226,692969,36190389,66052
2022-12-27,230,693199,36226287,35898
2022-12-28,363,693562,36264721,38434
2022-12-29,172,693734,36302415,37694
2022-12-30,119,693853,36331281,28866
2022-12-31,0,693853,36331281,0
2023-01-01,0,693853,36331281,0
2023-01-02,128,693981,36362366,31085
2023-01-03,211,694192,36390423,28057
2023-01-04,219,694411,36423138,32715
2023-01-05,158,694569,36450812,27674
2023-01-06,210,694779,36477214,26402
2023-01-07,27,694806,36488386,11172
2023-01-08,11,694817,36490050,1664
2023-01-09,100,694917,36511286,21236
2023-01-10,68,694985,36552432,41146
2023-01-11,103,695088,36578865,26433
2023-01-12,148,695236,36597935,19070
2023-01-13,78,695314,36620371,22436
2023-01-14,24,695338,36624714,4343
2023-01-15,5,695343,36628099,3385
2023-01-16,67,695410,36640787,12688
2023-01-17,114,695524,36665047,24260
2023-01-18,91,695615,36677844,12797
2023-01-19,472,696087,36698875,21031
2023-01-20,101,696188,36712851,13976
2023-01-21,66,696254,36717501,4650
2023-01-22,3,696257,36718053,552
2023-01-23,67,696324,36730913,12860
2023-01-24,161,696485,36751410,20497
2023-01-25,118,696603,36768677,17267
2023-01-26,93,696696,36780127,11450
2023-01-27,46,696742,36791267,11140
2023-01-28,15,696757,36793778,2511
2023-01-29,2,696759,36794261,483
2023-01-30,133,696892,36807814,13553
2023-01-31,182,697074,36824580,16766
2023-02-01,126,697200,36837943,13363
2023-02-02,48,697248,36857916,19973
2023-02-03,97,697345,36866658,8742
2023-02-04,15,697360,36868219,1561
2023-02-05,1,697361,36868946,727
2023-02-06,78,697439,36878774,9828
2023-02-07,94,697533,36887991,9217
2023-02-08,50,697583,36907890,19899
2023-02-09,37,697620,36917623,9733
2023-02-10,42,697662,36930339,12716
2023-02-11,12,697674,36932532,2193
2023-02-12,0,697674,36932830,298
2023-02-13,88,697762,36953492,20662
2023-02-14,86,697848,36949318,-4174
2023-02-15,46,697894,36960888,11570
2023-02-16,120,698014,36970513,9625
2023-02-17,33,698047,36987682,17169
2023-02-18,9,698056,36989373,1691
2023-02-19,0,698056,36989857,484
2023-02-20,2,698058,36990274,417
2023-02-21,11,698069,36992154,1880
2023-02-22,312,698381,36997328,5174
2023-02-23,453,698834,37008944,11616
2023-02-24,94,698928,37020531,11587
2023-02-25,18,698946,37023465,2934
2023-02-26,1,698947,37024417,952
2023-02-27,59,699006,37038230,13813
2023-02-28,81,699087,37052936,14706
2023-03-01,110,699197,37063464,10528
2023-03-02,46,699243,37066791,3327
2023-03-03,33,699276,37076053,9262
2023-03-04,34,699310,37085520,9467
2023-03-05,0,699310,37085520,0
2023-03-06,0,699310,37085520,0
2023-03-07,0,699310,37085520,0
2023-03-08,0,699310,37085520,0
2023-03-09,0,699310,37085520,0
2023-03-10,0,699310,37085520,0
2023-03-11,324,699634,37145514,59994
2023-03-12,0,699634,37145514,0
2023-03-13,0,699634,37145514,0
2023-03-14,0,699634,37145514,0
2023-03-15,0,699634,37145514,0
2023-03-16,0,699634,37145514,0
2023-03-17,0,699634,37145514,0
2023-03-18,283,699917,37204677,59163
2023-03-19,0,699917,37204677,0
2023-03-20,0,699917,37204677,0
2023-03-21,0,699917,37204677,0
2023-03-22,0,699917,37204677,0
2023-03-23,0,699917,37204677,0
2023-03-24,0,699917,37204677,0
2023-03-25,322,700239,37258663,53986
2023-03-26,0,700239,37258663,0
2023-03-27,0,700239,37258663,0
2023-03-28,0,700239,37258663,0
2023-03-29,0,700239,37258663,0
2023-03-30,0,700239,37258663,0
2023-03-31,0,700239,37258663,0
2023-04-01,317,700556,37319254,60591
2023-04-02,0,700556,37319254,0
2023-04-03,0,700556,37319254,0
2023-04-04,0,700556,37319254,0
2023-04-05,0,700556,37319254,0
2023-04-06,0,700556,37319254,0
2023-04-07,0,700556,37319254,0
2023-04-08,255,700811,37358092,38838
2023-04-09,0,700811,37358092,0
2023-04-10,0,700811,37358092,0
2023-04-11,0,700811,37358092,0
2023-04-12,0,700811,37358092,0
2023-04-13,0,700811,37358092,0
2023-04-14,0,700811,37358092,0
2023-04-15,404,701215,37407232,49140
2023-04-16,0,701215,37407232,0
2023-04-17,0,701215,37407232,0
2023-04-18,0,701215,37407232,0
2023-04-19,0,701215,37407232,0
2023-04-20,0,701215,37407232,0
2023-04-21,0,701215,37407232,0
2023-04-22,279,701494,37449418,42186
2023-04-23,0,701494,37449418,0
2023-04-24,0,701494,37449418,0
2023-04-25,0,701494,37449418,0
2023-04-26,0,701494,37449418,0
2023-04-27,0,701494,37449418,0
2023-04-28,0,701494,37449418,0
2023-04-29,339,701833,37487971,38553
2023-04-30,0,701833,37487971,0
2023-05-01,0,701833,37487971,0
2023-05-02,0,701833,37487971,0
2023-05-03,0,701833,37487971,0
2023-05-04,0,701833,37487971,0
2023-05-05,0,701833,37487971,0
2023-05-06,283,702116,37511921,23950
2023-05-07,0,702116,37511921,0
2023-05-08,0,702116,37511921,0
2023-05-09,0,702116,37511921,0
2023-05-10,0,702116,37511921,0
2023-05-11,0,702116,37511921,0
2023-05-12,0,702116,37511921,0
2023-05-13,305,702421,37553337,41416
2023-05-14,0,702421,37553337,0
2023-05-15,0,702421,37553337,0
2023-05-16,0,702421,37553337,0
2023-05-17,0,702421,37553337,0
2023-05-18,0,702421,37553337,0
2023-05-19,0,702421,37553337,0
2023-05-20,243,702664,37579028,25691
2023-05-21,0,702664,37579028,0
2023-05-22,0,702664,37579028,0
2023-05-23,0,702664,37579028,0
2023-05-24,0,702664,37579028,0
2023-05-25,0,702664,37579028,0
2023-05-26,0,702664,37579028,0
2023-05-27,243,702907,37601257,22229
2023-05-28,0,702907,37601257,0
2023-05-29,0,702907,37601257,0
2023-05-30,0,702907,37601257,0
2023-05-31,0,702907,37601257,0
2023-06-01,0,702907,37601257,0
2023-06-02,0,702907,37601257,0
2023-06-03,384,703291,37625916,24659
2023-06-04,0,703291,37625916,0
2023-06-05,0,703291,37625916,0
2023-06-06,0,703291,37625916,0
2023-06-07,0,703291,37625916,0
2023-06-08,0,703291,37625916,0
2023-06-09,0,703291,37625916,0
2023-06-10,108,703399,37639324,13408
2023-06-11,0,703399,37639324,0
2023-06-12,0,703399,37639324,0
2023-06-13,0,703399,37639324,0
2023-06-14,0,703399,37639324,0
2023-06-15,0,703399,37639324,0
2023-06-16,0,703399,37639324,0
2023-06-17,320,703719,37656050,16726
2023-06-18,0,703719,37656050,0
2023-06-19,0,703719,37656050,0
2023-06-20,0,703719,37656050,0
2023-06-21,0,703719,37656050,0
2023-06-22,0,703719,37656050,0
2023-06-23,0,703719,37656050,0
